p_id,start_year,season_days_injured,total_days_injured,season_minutes_played,season_matches_in_squad,total_minutes_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
joelward,2020,46,123,2385.0,33,10783.0,1989-10-29,187.83333333333331,83.0,England,Medium/High,64.83333333333333,73.66666666666667,75.0,Defender,31,3099.0,86.08333333333333,38.5,18.0,23.52516949065804,3.5,2,0.0,246.0,54.0
johnegan,2020,7,22,2858.0,31,6262.0,1992-10-20,188.0,73.5,Republic of Ireland,Medium/Medium,68.66666666666667,75.83333333333333,71.66666666666667,Defender,28,3404.0,94.55555555555556,15.0,36.0,20.79560887279312,3.0,2,0.0,22.0,15.0
johnfleck,2020,55,104,2717.0,33,5374.0,1991-08-24,169.0,72.0,Scotland,Medium/Medium,68.33333333333333,73.66666666666667,71.5,Midfielder,29,2657.0,88.56666666666666,49.0,30.0,25.209201358495857,3.0,3,0.0,104.0,49.0
johnstones,2018,64,225,1871.0,34,8653.0,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,24,1365.0,80.29411764705883,74.0,17.0,20.512675418741512,3.5,2,0.0,225.0,74.0
johnstones,2019,67,225,1194.0,21,8653.0,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,25,3236.0,78.92682926829268,69.0,20.5,20.512675418741512,3.5,2,0.0,450.0,64.0
johnstones,2020,20,225,2090.0,34,8653.0,1994-05-28,188.0,72.5,England,High/Medium,70.5,76.66666666666667,79.83333333333333,Defender,26,4430.0,77.71929824561404,68.33333333333333,19.0,20.512675418741512,3.5,2,0.0,675.0,67.0
jonasolsson,2016,12,12,621.0,27,621.0,1990-03-21,185.0,77.0,Sweden,High/Medium,67.0,65.0,58.0,Defender,26,621.0,88.71428571428571,12.0,7.0,22.4981738495252,3.5,2,0.0,12.0,12.0
jonathanhogg,2018,57,121,2509.0,31,5039.0,1988-12-06,176.33333333333334,73.16666666666667,England,Medium/High,70.5,77.0,72.83333333333333,Midfielder,30,2530.0,84.33333333333333,46.0,30.0,23.53121951393827,3.5,3,0.0,121.0,46.0
jonathanwalters,2017,190,430,51.0,10,1452.0,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward,34,1401.0,60.91304347826087,59.0,23.0,23.589835468362743,4.0,4,0.0,430.0,59.0
jonathanwalters,2018,181,430,0.0,1,1452.0,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward,35,1452.0,55.84615384615385,124.5,13.0,23.589835468362743,4.0,4,1.0,860.0,190.0
jonjoekenny,2020,63,119,87.0,11,2623.0,1997-03-15,176.0,69.33333333333333,England,High/Medium,64.83333333333333,63.833333333333336,64.5,Defender,23,835.0,83.5,42.0,10.0,22.38292011019284,3.5,2,0.0,119.0,42.0
jonjoshelvey,2019,69,249,2223.0,32,8444.0,1992-02-27,184.16666666666663,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder,27,1014.0,63.375,129.0,16.0,23.88157490632871,2.5,3,1.0,249.0,129.0
jonjoshelvey,2020,51,249,2762.0,33,8444.0,1992-02-27,184.16666666666663,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder,28,3237.0,77.07142857142857,99.0,21.0,23.88157490632871,2.5,3,0.0,498.0,69.0
jonnyevans,2017,31,166,2392.0,29,13447.0,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,29,2783.0,89.7741935483871,54.0,31.0,21.70882606312163,3.5,2,0.0,166.0,54.0
jonnyevans,2018,27,166,2105.0,34,13447.0,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,30,5175.0,87.71186440677967,42.5,29.5,21.70882606312163,3.5,2,0.0,332.0,31.0
jonnyevans,2019,17,166,3566.0,38,13447.0,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,31,7280.0,87.71084337349397,37.333333333333336,27.666666666666668,21.70882606312163,3.5,2,0.0,498.0,27.0
jonnyevans,2020,37,166,2601.0,28,13447.0,1988-01-03,188.33333333333331,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender,32,10846.0,89.63636363636364,32.25,30.25,21.70882606312163,3.5,2,0.0,664.0,17.0
jordanayew,2020,10,20,2207.0,36,10704.0,1991-09-11,182.0,81.0,Ghana,Medium/Medium,76.66666666666667,73.33333333333333,76.33333333333333,Forward,29,1230.0,61.5,10.0,20.0,24.45356840961236,3.0,4,0.0,20.0,10.0
jordanhenderson,2017,45,380,2288.0,31,10772.0,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,27,2228.0,92.83333333333331,129.0,24.0,22.189349112426033,4.0,3,1.0,380.0,129.0
jordanhenderson,2018,40,380,2120.0,33,10772.0,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,28,4516.0,88.54901960784314,87.0,25.5,22.189349112426033,4.0,3,0.0,760.0,45.0
jordanhenderson,2019,72,380,2344.0,31,10772.0,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,29,6636.0,79.95180722891567,71.33333333333333,27.666666666666668,22.189349112426033,4.0,3,0.0,1140.0,40.0
jordanhenderson,2020,94,380,1792.0,23,10772.0,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder,30,8980.0,79.46902654867256,71.5,28.25,22.189349112426033,4.0,3,0.0,1520.0,72.0
jordanpickford,2020,21,84,2893.0,33,16478.0,1994-03-07,185.0,77.0,England,Medium/Medium,72.8,53.0,77.0,Goalkeeper,26,2755.0,95.0,63.0,29.0,22.4981738495252,3.0,1,0.0,84.0,63.0
joshuaking,2017,7,153,2581.0,33,10802.0,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,25,2837.0,78.80555555555556,9.0,36.0,23.14535281568249,3.0,4,0.0,153.0,9.0
joshuaking,2018,35,153,3095.0,35,10802.0,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,26,5418.0,78.52173913043478,8.0,34.5,23.14535281568249,3.0,4,0.0,306.0,7.0
joshuaking,2019,102,153,2098.0,26,10802.0,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward,27,8513.0,81.85576923076923,17.0,34.666666666666664,23.14535281568249,3.0,4,0.0,459.0,35.0
juanfoyth,2019,227,360,78.0,11,1064.0,1998-01-12,187.0,69.0,Argentina,Medium/High,70.5,68.5,71.75,Defender,21,986.0,82.16666666666667,79.0,12.0,19.73176241814178,3.5,2,0.0,360.0,79.0
juniorstanislas,2017,180,660,1379.0,19,4765.0,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,28,1521.0,72.42857142857143,118.0,21.0,22.694018931589476,3.5,3,0.0,660.0,118.0
juniorstanislas,2018,306,660,1108.0,23,4765.0,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,29,2900.0,72.5,149.0,20.0,22.694018931589476,3.5,3,1.0,1320.0,180.0
juniorstanislas,2019,26,660,757.0,19,4765.0,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder,30,4008.0,63.61904761904762,201.33333333333337,21.0,22.694018931589476,3.5,3,1.0,1980.0,306.0
kamilgrosicki,2020,74,155,154.0,10,1116.0,1988-06-08,180.0,78.0,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder,32,962.0,80.16666666666667,32.0,12.0,24.074074074074073,2.5,3,0.0,155.0,32.0
karldarlow,2018,109,204,0.0,23,3325.0,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,72.8,53.0,70.83333333333333,Goalkeeper,28,950.0,95.0,21.0,10.0,22.802962962962965,3.0,1,0.0,204.0,21.0
karldarlow,2019,14,204,0.0,37,3325.0,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,72.8,53.0,70.83333333333333,Goalkeeper,29,950.0,95.0,65.0,5.0,22.802962962962965,3.0,1,0.0,408.0,109.0
karldarlow,2020,60,204,2375.0,31,3325.0,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,72.8,53.0,70.83333333333333,Goalkeeper,30,950.0,95.0,48.0,3.3333333333333335,22.802962962962965,3.0,1,0.0,612.0,14.0
kasperschmeichel,2017,29,73,3126.0,33,16768.0,1986-11-05,187.66666666666663,84.66666666666667,Denmark,Medium/Medium,72.8,53.0,81.83333333333333,Goalkeeper,31,2812.0,93.73333333333332,44.0,30.0,24.04020582454437,3.0,1,0.0,73.0,44.0
keinandavis,2020,37,152,338.0,33,946.0,1998-02-13,186.5,71.5,England,Medium/Medium,69.0,71.25,64.5,Forward,22,608.0,33.77777777777778,115.0,18.0,20.556461988514258,3.0,4,0.0,152.0,115.0
kelechiiheanacho,2019,4,8,1011.0,29,5099.0,1996-10-03,183.33333333333331,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73.0,Forward,23,893.0,42.523809523809526,4.0,21.0,23.702479338842984,3.5,4,0.0,8.0,4.0
kepaarrizabalaga,2020,57,200,620.0,35,7175.0,1994-10-03,187.16666666666663,84.5,Spain,Medium/Medium,72.8,53.0,79.33333333333333,Goalkeeper,26,3420.0,95.0,3.0,36.0,24.12124374270991,3.0,1,0.0,200.0,3.0
kevindebruyne,2018,161,287,1081.0,20,12312.0,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,27,3009.0,83.58333333333333,31.0,36.0,21.875604122788275,4.0,3,0.0,287.0,31.0
kevindebruyne,2019,24,287,2917.0,36,12312.0,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,28,4090.0,74.36363636363636,96.0,27.5,21.875604122788275,4.0,3,1.0,574.0,161.0
kevindebruyne,2020,71,287,2096.0,29,12312.0,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder,29,7007.0,77.85555555555555,72.0,30.0,21.875604122788275,4.0,3,0.0,861.0,24.0
kevinlong,2019,30,175,602.0,29,3626.0,1990-08-18,188.16666666666663,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,29,285.0,95.0,133.0,3.0,23.159462154441925,2.5,2,1.0,175.0,133.0
kevinlong,2020,12,175,676.0,29,3626.0,1990-08-18,188.16666666666663,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender,30,887.0,80.63636363636364,81.5,5.5,23.159462154441925,2.5,2,0.0,350.0,30.0
kierangibbs,2020,14,35,905.0,17,4617.0,1989-09-26,178.66666666666666,70.0,England,High/Medium,78.83333333333333,71.33333333333333,77.5,Defender,31,742.0,67.45454545454545,21.0,11.0,21.928603252394744,3.5,2,0.0,35.0,21.0
kierantierney,2020,83,421,2467.0,27,3504.0,1997-06-05,178.0,72.33333333333333,Scotland,High/High,79.83333333333333,71.16666666666667,70.16666666666667,Defender,23,1037.0,69.13333333333334,96.0,15.0,22.82960905609561,4.0,2,0.0,421.0,96.0
kierantrippier,2018,68,117,2398.0,31,5023.0,1990-09-19,176.66666666666666,71.33333333333333,England,High/High,76.0,73.0,79.33333333333333,Defender,28,2020.0,84.16666666666667,14.0,24.0,22.85510857956568,4.0,2,0.0,117.0,14.0
konstantinosmavropanos,2019,81,298,0.0,3,439.0,1997-12-11,194.0,88.0,Greece,Medium/High,62.0,75.0,70.33333333333333,Defender,22,154.0,38.5,126.0,4.0,23.381868423849507,3.5,2,1.0,298.0,126.0
kortneyhause,2020,162,196,665.0,17,2299.0,1995-07-16,190.0,85.0,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender,25,1634.0,90.77777777777776,17.0,9.0,23.545706371191137,3.0,2,0.0,392.0,21.0
kurtzouma,2020,6,13,2099.0,35,10663.0,1994-10-27,190.0,92.16666666666669,France,Medium/Medium,67.66666666666667,82.33333333333333,79.0,Defender,26,3047.0,92.33333333333331,7.0,33.0,25.53093259464451,3.0,2,0.0,13.0,7.0
kylebartley,2020,25,227,2729.0,33,2983.0,1991-05-22,194.0,94.0,England,Medium/High,58.0,79.83333333333333,71.5,Defender,29,254.0,50.8,202.0,5.0,24.97608672547561,3.5,2,1.0,227.0,202.0
kylewalker,2018,17,59,2937.0,37,13331.0,1990-05-28,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,28,2844.0,86.18181818181819,17.0,33.0,21.947312932525957,4.0,2,0.0,59.0,17.0
kylewalker,2019,21,59,2511.0,36,13331.0,1990-05-28,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,29,5781.0,87.5909090909091,17.0,33.0,21.947312932525957,4.0,2,0.0,118.0,17.0
kylewalker,2020,4,59,2056.0,33,13331.0,1990-05-28,181.33333333333331,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender,30,8292.0,87.28421052631579,18.333333333333332,31.666666666666668,21.947312932525957,4.0,2,0.0,177.0,21.0
laurentkoscielny,2017,223,362,2342.0,26,6806.0,1985-09-10,186.0,75.0,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender,32,3054.0,92.54545454545456,14.0,33.0,21.678806798473808,3.5,2,0.0,362.0,14.0
laurentkoscielny,2018,42,362,1410.0,19,6806.0,1985-09-10,186.0,75.0,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender,33,5396.0,93.03448275862068,118.5,29.0,21.678806798473808,3.5,2,1.0,724.0,223.0
lazarmarkovic,2018,91,267,50.0,2,1087.0,1994-03-02,175.0,65.5,Serbia,Medium/Medium,89.0,53.5,76.25,Midfielder,24,1037.0,86.41666666666667,72.0,12.0,21.387755102040817,3.0,3,0.0,267.0,72.0
leanderdendoncker,2019,0,65,2957.0,38,7151.0,1995-04-15,188.66666666666663,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder,24,1544.0,81.26315789473684,29.0,19.0,24.25426712782031,4.0,3,0.0,65.0,29.0
leanderdendoncker,2020,26,65,2650.0,34,7151.0,1995-04-15,188.66666666666663,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder,25,4501.0,78.96491228070175,14.5,28.5,24.25426712782031,4.0,3,0.0,130.0,0.0
leandrotrossard,2020,25,252,2710.0,36,4818.0,1994-12-04,172.0,66.33333333333333,Belgium,High/Medium,79.66666666666667,58.5,73.33333333333333,Forward,26,2108.0,68.0,47.0,31.0,22.422029926086175,3.5,4,0.0,252.0,47.0
leegrant,2019,137,187,0.0,3,2945.0,1983-01-27,193.0,83.0,England,Medium/Medium,72.8,53.0,70.16666666666667,Goalkeeper,36,285.0,95.0,50.0,3.0,22.28247738194314,3.0,1,0.0,187.0,50.0
leonbalogun,2019,62,373,0.0,4,631.0,1988-06-28,190.0,88.0,Nigeria,Medium/Medium,65.16666666666667,75.66666666666667,73.66666666666667,Defender,31,631.0,78.875,67.0,8.0,24.37673130193906,3.0,2,0.0,373.0,67.0
leonbritton,2017,92,110,309.0,7,1500.0,1982-09-16,167.0,65.0,England,Low/Medium,55.333333333333336,65.0,77.0,Midfielder,35,1191.0,74.4375,18.0,16.0,23.306680053067517,2.5,3,0.0,110.0,18.0
lewiscook,2018,282,610,771.0,15,5031.0,1997-02-03,174.66666666666666,69.33333333333333,England,Medium/Medium,72.33333333333333,69.33333333333333,73.33333333333333,Midfielder,21,456.0,76.0,92.0,6.0,22.72594837130703,3.0,3,0.0,610.0,92.0
loriskarius,2017,14,90,1805.0,38,2755.0,1993-06-22,189.33333333333331,85.0,Germany,Medium/Medium,72.8,53.0,79.33333333333333,Goalkeeper,24,950.0,95.0,42.0,10.0,23.711813132315022,3.0,1,0.0,90.0,42.0
loriskarius,2018,5,90,0.0,1,2755.0,1993-06-22,189.33333333333331,85.0,Germany,Medium/Medium,72.8,53.0,79.33333333333333,Goalkeeper,25,2755.0,95.0,28.0,14.5,23.711813132315022,3.0,1,0.0,180.0,14.0
lucasdigne,2019,33,130,3185.0,36,9190.0,1993-07-20,178.0,74.0,France,High/Medium,77.83333333333333,74.0,79.83333333333333,Defender,26,3155.0,90.14285714285714,20.0,35.0,23.355636914530994,3.5,2,0.0,130.0,20.0
lucasdigne,2020,46,130,2850.0,30,9190.0,1993-07-20,178.0,74.0,France,High/Medium,77.83333333333333,74.0,79.83333333333333,Defender,27,6340.0,90.57142857142856,26.5,35.0,23.355636914530994,3.5,2,0.0,260.0,33.0
lucastorreira,2019,127,139,1608.0,33,4138.0,1996-02-11,167.5,63.5,Uruguay,Medium/High,75.33333333333333,69.83333333333333,74.33333333333333,Midfielder,23,2530.0,74.41176470588235,12.0,34.0,22.63310314101136,3.5,3,0.0,139.0,12.0
lukamilivojevic,2019,8,33,2649.0,32,13276.0,1991-04-07,186.0,80.0,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder,28,3246.0,90.16666666666669,2.0,36.0,23.12406058503873,3.5,3,0.0,33.0,2.0
lukamilivojevic,2020,23,33,2489.0,32,13276.0,1991-04-07,186.0,80.0,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder,29,5895.0,87.98507462686567,5.0,33.5,23.12406058503873,3.5,3,0.0,66.0,8.0
lukaszfabianski,2019,112,138,2234.0,25,16294.0,1985-04-18,190.0,83.0,Poland,Medium/Medium,72.8,53.0,80.16666666666667,Goalkeeper,34,3610.0,95.0,3.0,38.0,22.99168975069252,3.0,1,0.0,138.0,3.0
lukaszfabianski,2020,23,138,3325.0,35,16294.0,1985-04-18,190.0,83.0,Poland,Medium/Medium,72.8,53.0,80.16666666666667,Goalkeeper,35,5844.0,92.76190476190476,57.5,31.5,22.99168975069252,3.0,1,0.0,276.0,112.0
lukeshaw,2018,53,402,2732.0,29,8918.0,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,23,719.0,65.36363636363636,176.0,11.0,22.395413419331717,3.5,2,1.0,402.0,176.0
lukeshaw,2019,84,402,1829.0,24,8918.0,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,24,3451.0,86.275,114.5,20.0,22.395413419331717,3.5,2,0.0,804.0,53.0
lukeshaw,2020,89,402,2800.0,34,8918.0,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender,25,5280.0,82.5,104.33333333333331,21.333333333333332,22.395413419331717,3.5,2,0.0,1206.0,84.0
lysmousset,2019,14,134,1327.0,33,3085.0,1996-02-08,184.16666666666663,80.33333333333333,France,Medium/Medium,79.83333333333333,62.0,69.0,Forward,23,451.0,19.60869565217391,4.0,23.0,23.68501873426016,3.0,4,0.0,134.0,4.0
lysmousset,2020,116,134,334.0,19,3085.0,1996-02-08,184.16666666666663,80.33333333333333,France,Medium/Medium,79.83333333333333,62.0,69.0,Forward,24,1778.0,33.54716981132076,9.0,26.5,23.68501873426016,3.0,4,0.0,268.0,14.0
maartenstekelenburg,2017,208,248,0.0,8,1774.0,1982-09-22,197.0,92.0,Netherlands,Medium/Medium,72.8,53.0,74.33333333333333,Goalkeeper,35,1774.0,93.36842105263158,30.0,19.0,23.70584142853462,3.0,1,0.0,248.0,30.0
mamadousakho,2017,50,805,1643.0,21,6269.0,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,27,722.0,90.25,187.0,8.0,23.735308416025617,3.5,2,1.0,805.0,187.0
mamadousakho,2018,191,805,2547.0,27,6269.0,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,28,2365.0,87.5925925925926,118.5,13.5,23.735308416025617,3.5,2,0.0,1610.0,50.0
mamadousakho,2019,131,805,1062.0,16,6269.0,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,29,4912.0,90.96296296296296,142.66666666666666,18.0,23.735308416025617,3.5,2,1.0,2415.0,191.0
mamadousakho,2020,246,805,295.0,12,6269.0,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender,30,5974.0,87.8529411764706,139.75,17.0,23.735308416025617,3.5,2,1.0,3220.0,131.0
manologabbiadini,2018,9,155,520.0,12,2434.0,1991-11-26,183.5,77.5,Italy,High/Low,73.33333333333333,68.16666666666667,77.66666666666667,Forward,27,746.0,67.81818181818181,32.0,11.0,23.01598497278917,3.0,4,0.0,155.0,32.0
manuellanzini,2017,90,492,2138.0,27,7765.0,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder,24,2827.0,80.77142857142857,55.0,35.0,21.73091458805745,3.0,3,0.0,492.0,55.0
manuellanzini,2018,283,492,719.0,10,7765.0,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder,25,4965.0,80.08064516129032,72.5,31.0,21.73091458805745,3.0,3,0.0,984.0,90.0
manuellanzini,2019,55,492,1456.0,32,7765.0,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder,26,5684.0,78.94444444444444,142.66666666666666,24.0,21.73091458805745,3.0,3,1.0,1476.0,283.0
manuellanzini,2020,9,492,625.0,32,7765.0,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder,27,7140.0,74.375,120.75,24.0,21.73091458805745,3.0,3,0.0,1968.0,55.0
marcalbrighton,2019,12,82,929.0,36,9700.0,1989-11-18,174.83333333333334,71.66666666666667,England,High/High,74.16666666666667,66.5,75.33333333333333,Midfielder,30,1711.0,63.370370370370374,70.0,27.0,23.44599832242973,4.0,3,0.0,82.0,70.0
marcosrojo,2017,6,891,670.0,20,2790.0,1990-03-20,186.83333333333331,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender,27,1760.0,83.80952380952381,208.0,21.0,23.491195974029186,3.0,2,1.0,891.0,208.0
marcosrojo,2018,223,891,226.0,11,2790.0,1990-03-20,186.83333333333331,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender,28,2430.0,81.0,107.0,15.0,23.491195974029186,3.0,2,0.0,1782.0,6.0
marcosrojo,2019,283,891,134.0,8,2790.0,1990-03-20,186.83333333333331,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender,29,2656.0,75.88571428571429,145.66666666666666,11.666666666666666,23.491195974029186,3.0,2,1.0,2673.0,223.0
marcpugh,2017,130,188,996.0,31,2387.0,1987-04-02,180.0,72.0,England,High/Medium,69.6,66.0,71.4,Midfielder,30,1391.0,66.23809523809524,58.0,21.0,22.22222222222222,3.5,3,0.0,188.0,58.0
marcusrashford,2019,149,169,2758.0,31,12040.0,1997-10-31,185.8,70.4,England,High/Low,91.4,73.2,81.0,Forward,22,2462.0,74.60606060606061,8.0,33.0,20.393005662535153,3.0,4,0.0,169.0,8.0
marcusrashford,2020,12,169,3058.0,38,12040.0,1997-10-31,185.8,70.4,England,High/Low,91.4,73.2,81.0,Forward,23,5220.0,81.5625,78.5,32.0,20.393005662535153,3.0,4,1.0,338.0,149.0
mariolemina,2018,127,320,1697.0,23,5293.0,1993-09-01,183.83333333333331,83.16666666666667,Gabon,Medium/Medium,74.5,74.0,77.0,Midfielder,25,1806.0,72.24,24.0,25.0,24.60938559553645,3.0,3,0.0,320.0,24.0
mariolemina,2020,54,320,1790.0,30,5293.0,1993-09-01,183.83333333333331,83.16666666666667,Gabon,Medium/Medium,74.5,74.0,77.0,Midfielder,27,3503.0,76.15217391304348,75.5,23.0,24.60938559553645,3.0,3,1.0,640.0,127.0
marknoble,2017,15,152,2525.0,33,11002.0,1987-05-08,179.0,76.0,England,High/High,46.333333333333336,73.83333333333333,76.16666666666667,Midfielder,30,2493.0,83.1,49.0,30.0,23.719609250647608,4.0,3,0.0,152.0,49.0
marknoble,2018,11,152,2425.0,35,11002.0,1987-05-08,179.0,76.0,England,High/High,46.333333333333336,73.83333333333333,76.16666666666667,Midfielder,31,5018.0,85.05084745762711,32.0,29.5,23.719609250647608,4.0,3,0.0,304.0,15.0
marknoble,2019,37,152,2786.0,35,11002.0,1987-05-08,179.0,76.0,England,High/High,46.333333333333336,73.83333333333333,76.16666666666667,Midfielder,32,7443.0,82.7,25.0,30.0,23.719609250647608,4.0,3,0.0,456.0,11.0
marknoble,2020,40,152,773.0,32,11002.0,1987-05-08,179.0,76.0,England,High/High,46.333333333333336,73.83333333333333,76.16666666666667,Midfielder,33,10229.0,83.16260162601625,28.0,30.75,23.719609250647608,4.0,3,0.0,608.0,37.0
markoarnautovic,2018,77,111,2067.0,28,7433.0,1989-04-19,192.0,83.0,Austria,Medium/Medium,78.5,80.33333333333333,81.33333333333333,Forward,29,2469.0,79.64516129032258,13.0,31.0,22.51519097222222,3.0,4,0.0,111.0,13.0
marouanefellaini,2018,44,196,816.0,17,3217.0,1987-11-22,194.0,85.0,Belgium,Medium/Medium,48.0,88.16666666666667,77.5,Midfielder,31,682.0,42.625,152.0,16.0,22.584759273036457,3.0,3,1.0,196.0,152.0
martinkelly,2019,66,142,1630.0,30,6338.0,1990-04-27,191.0,77.0,England,Low/Medium,56.833333333333336,73.33333333333333,74.33333333333333,Defender,29,1175.0,90.3846153846154,24.0,13.0,21.106877552698663,2.5,2,0.0,142.0,24.0
martinkelly,2020,52,142,6.0,25,6338.0,1990-04-27,191.0,77.0,England,Low/Medium,56.833333333333336,73.33333333333333,74.33333333333333,Defender,30,2805.0,87.65625,45.0,16.0,21.106877552698663,2.5,2,0.0,284.0,66.0
masongreenwood,2019,15,92,1420.0,37,3463.0,2001-10-01,184.0,67.5,England,High/Medium,78.5,63.0,72.0,Forward,18,130.0,43.333333333333336,14.0,3.0,19.937381852551983,3.5,4,0.0,92.0,14.0
masongreenwood,2020,63,92,1913.0,35,3463.0,2001-10-01,184.0,67.5,England,High/Medium,78.5,63.0,72.0,Forward,19,1550.0,45.588235294117645,14.5,17.0,19.937381852551983,3.5,4,0.0,184.0,15.0
masonholgate,2018,17,128,432.0,8,7715.0,1996-10-22,183.0,69.0,England,Medium/Medium,73.16666666666667,71.16666666666667,70.16666666666667,Defender,22,1255.0,83.66666666666667,54.0,15.0,20.603780345785182,3.0,2,0.0,128.0,54.0
masonholgate,2019,8,128,2174.0,34,7715.0,1996-10-22,183.0,69.0,England,Medium/Medium,73.16666666666667,71.16666666666667,70.16666666666667,Defender,23,1687.0,84.35,35.5,10.0,20.603780345785182,3.0,2,0.0,256.0,17.0
masonholgate,2020,49,128,2408.0,31,7715.0,1996-10-22,183.0,69.0,England,Medium/Medium,73.16666666666667,71.16666666666667,70.16666666666667,Defender,24,3861.0,82.14893617021276,26.333333333333332,15.666666666666666,20.603780345785182,3.0,2,0.0,384.0,8.0
